name	ID	CntrStat_vs_Cntr_p.val	Farn_vs_Cntr_p.val	Farn_vs_CntrStat_p.val	Farn_vs_Gera_p.val	Farn_vs_GeraStat_p.val	FarnStat_vs_Cntr_p.val	FarnStat_vs_CntrStat_p.val	FarnStat_vs_Farn_p.val	FarnStat_vs_Gera_p.val	FarnStat_vs_GeraStat_p.val	Gera_vs_Cntr_p.val	Gera_vs_CntrStat_p.val	GeraStat_vs_Cntr_p.val	GeraStat_vs_CntrStat_p.val	GeraStat_vs_Gera_p.val	CntrStat_vs_Cntr_p.adj	Farn_vs_Cntr_p.adj	Farn_vs_CntrStat_p.adj	Farn_vs_Gera_p.adj	Farn_vs_GeraStat_p.adj	FarnStat_vs_Cntr_p.adj	FarnStat_vs_CntrStat_p.adj	FarnStat_vs_Farn_p.adj	FarnStat_vs_Gera_p.adj	FarnStat_vs_GeraStat_p.adj	Gera_vs_Cntr_p.adj	Gera_vs_CntrStat_p.adj	GeraStat_vs_Cntr_p.adj	GeraStat_vs_CntrStat_p.adj	GeraStat_vs_Gera_p.adj	CntrStat_vs_Cntr_significant	Farn_vs_Cntr_significant	Farn_vs_CntrStat_significant	Farn_vs_Gera_significant	Farn_vs_GeraStat_significant	FarnStat_vs_Cntr_significant	FarnStat_vs_CntrStat_significant	FarnStat_vs_Farn_significant	FarnStat_vs_Gera_significant	FarnStat_vs_GeraStat_significant	Gera_vs_Cntr_significant	Gera_vs_CntrStat_significant	GeraStat_vs_Cntr_significant	GeraStat_vs_CntrStat_significant	GeraStat_vs_Gera_significant	significant	CntrStat_vs_Cntr_ratio	Farn_vs_Cntr_ratio	Farn_vs_CntrStat_ratio	Farn_vs_Gera_ratio	Farn_vs_GeraStat_ratio	FarnStat_vs_Cntr_ratio	FarnStat_vs_CntrStat_ratio	FarnStat_vs_Farn_ratio	FarnStat_vs_Gera_ratio	FarnStat_vs_GeraStat_ratio	Gera_vs_Cntr_ratio	Gera_vs_CntrStat_ratio	GeraStat_vs_Cntr_ratio	GeraStat_vs_CntrStat_ratio	GeraStat_vs_Gera_ratio	Cntr_centered	CntrStat_centered	Farn_centered	FarnStat_centered	Gera_centered	GeraStat_centered
NBEAL2	Q6ZNJ1	0.23230896401433	3.3680314019552304e-25	1.57756241988399e-25	0.0028589620481995	0.0156998705553182	1.5928542132590601e-25	7.61803152468302e-26	0.238224341666351	0.0470461981078297	0.180139530255849	4.58558371689748e-26	2.2677509145052e-26	6.950787300829e-26	3.39978722719464e-26	0.485704198914563	0.848	1.17e-14	5.93e-15	0.882	0.909	1.77e-14	7.51e-15	0.707	0.885	0.937	1.95e-07	1.62e-09	9.88e-07	9.87e-09	0.804	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	4.9	5.04	-0.394	-0.309	5.04	5.19	0.145	-0.25	-0.165	5.29	5.44	5.2	5.35	-0.0847	-3.38	-3.53	1.51	1.66	1.91	1.82
NCAPD3	P42695	0.397079863106647	7.682949355350079e-16	2.37881225474555e-16	9.12688073134181e-06	0.000334924649874	3.46051568868254e-16	1.10624734225307e-16	0.565657314721553	4.23139025905927e-05	0.0015128959123962	8.98295588183087e-19	3.56614214390642e-19	4.1572249286403596e-18	1.5666264181883001e-18	0.183741550463605	0.9	1.75e-09	5.93e-15	0.795	0.872	1.22e-06	6.19e-13	0.837	0.762	0.899	0.0255	0.00581	0.0513	0.0147	0.669	False	True	True	False	False	True	True	False	False	False	True	True	False	True	False	True	-0.146	2.95	3.09	-0.934	-0.702	3.05	3.19	0.099	-0.835	-0.603	3.88	4.03	3.65	3.8	-0.232	-2.23	-2.38	0.718	0.817	1.65	1.42
NCEH1	Q6PIU2	0.465890096641346	9.72327022922915e-16	3.51021459736135e-16	5.46646556956772e-08	8.38534185240337e-08	2.61116302651506e-16	9.86523435614094e-17	0.345882798125263	5.8710695148653e-07	9.18833568794275e-07	1.27480589314373e-19	6.07203532303156e-20	1.52598973335602e-19	7.233261937384291e-20	0.861319393990082	0.912	2.65e-09	5.93e-15	0.648	0.711	8.7e-07	4.78e-13	0.77	0.622	0.787	0.0127	0.00255	0.0186	0.004	0.863	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	3.4	3.54	-1.49	-1.45	3.59	3.73	0.19	-1.3	-1.26	4.88	5.03	4.85	4.99	-0.0349	-2.76	-2.91	0.635	0.825	2.12	2.09
NDUFA4	O00483	0.527453180980286	4.69587767932909e-16	1.98349403079089e-16	0.0273798547788506	0.0218734470271448	1.9094722964528903e-15	7.72668157438548e-16	0.325651295631955	0.0025394396220078	0.0019675330435697	2.2807252122036e-17	1.05089043685638e-17	2.01512361784676e-17	9.31670070985909e-18	0.920208858803157	0.92	7.15e-10	5.93e-15	0.904	0.912	7.89e-06	4.28e-11	0.761	0.844	0.902	0.0643	0.0209	0.0815	0.0272	0.869	False	True	True	False	False	True	True	False	False	False	False	True	False	True	False	True	-0.146	4.04	4.19	-0.534	-0.558	3.82	3.96	-0.229	-0.763	-0.787	4.58	4.73	4.6	4.75	0.0231	-2.82	-2.96	1.23	1.0	1.76	1.79
NDUFB8	O95169	0.0198917310659383	2.4365373377886204e-09	9.35069408964652e-07	8.09546764154401e-05	3.80810217782314e-07	1.1659950808097698e-11	1.96761365058609e-09	0.0159960541283809	0.0467516188642772	0.0003140616622524	2.69513968298776e-13	2.4989736611942396e-11	9.822410984977781e-15	5.53030485357635e-13	0.0492713080302475	0.416	0.0107	0.0228	0.835	0.754	0.00673	0.00314	0.189	0.885	0.883	0.448	0.53	0.333	0.405	0.43	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	0.527	1.88	1.35	-0.99	-1.43	2.43	1.9	0.547	-0.443	-0.881	2.87	2.34	3.31	2.78	0.438	-1.83	-1.31	0.0444	0.591	1.03	1.47
NEK9	Q8TD19	0.664908577306491	2.73612083429242e-08	9.7820504261934e-09	1.10234380047529e-09	7.914657348231271e-10	1.35363589343794e-06	4.44718257417187e-07	0.126853849029372	4.1117081482786e-08	2.8603971036465e-08	0.171415575416862	0.341816138434562	0.131216059993167	0.27285597467248	0.880427689210071	0.934	0.0359	0.0011	0.468	0.521	0.4	0.0557	0.578	0.499	0.683	0.923	0.916	0.927	0.922	0.865	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	-0.146	2.61	2.75	3.08	3.13	2.08	2.23	-0.527	2.55	2.6	-0.47	-0.324	-0.521	-0.374	-0.0508	-0.592	-0.738	2.02	1.49	-1.06	-1.11
NFATC2IP	Q8NCF5	0.254571377050548	9.9447966663483e-21	3.45777891648632e-21	3.8417289429154296e-22	2.76472626738332e-22	2.2913996329742403e-20	7.71236483495874e-21	0.38224487280105	8.03909314917312e-22	5.73282697635477e-22	0.0009142027410276	0.0160551335150952	0.0003192183397112	0.0061847692367502	0.689555805929271	0.858	1.17e-14	5.93e-15	1.51e-08	6.11e-08	5.11e-14	7.51e-15	0.785	3.74e-10	3.97e-08	0.895	0.896	0.897	0.899	0.842	False	True	True	True	True	True	True	False	True	True	False	False	False	False	False	True	-0.146	3.43	3.58	3.9	3.95	3.32	3.47	-0.112	3.79	3.84	-0.47	-0.324	-0.521	-0.374	-0.0508	-0.936	-1.08	2.5	2.39	-1.41	-1.46
NIPSNAP1	Q9BPW8	0.376587850590674	1.32030491114366e-15	3.79481006706226e-16	0.0040930043197231	5.04838239549257e-05	8.52674221032943e-17	2.74437388186001e-17	0.05264647862546	0.274158162844086	0.0092240896566789	2.10063124942695e-17	7.13999451904376e-18	2.84456394393099e-18	1.0411154630558199e-18	0.101993613559013	0.895	4.46e-09	5.93e-15	0.886	0.848	2.1e-07	2.14e-14	0.376	0.907	0.915	0.0625	0.0182	0.0463	0.0126	0.566	False	True	True	False	False	True	True	False	False	False	False	True	True	True	False	True	-0.146	2.76	2.91	-0.512	-0.788	3.09	3.24	0.331	-0.182	-0.458	3.27	3.42	3.55	3.69	0.276	-2.09	-2.23	0.672	1.0	1.18	1.46
NRAS	P01111	0.808013444380386	1.57023449853382e-10	9.474019548043179e-11	5.42615264893959e-06	3.53588074550516e-07	2.1527446705108398e-12	1.3822577067151e-12	0.036170008414466	2.18306742681811e-08	1.89337014299555e-09	0.000148538659816	7.76281443081524e-05	0.0023593783451456	0.0012642839089186	0.296193607821086	0.944	0.00192	1.2e-05	0.784	0.752	0.00252	4.82e-06	0.306	0.466	0.566	0.883	0.854	0.907	0.889	0.741	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	-0.146	6.04	6.19	3.39	4.03	7.36	7.5	1.32	4.71	5.35	2.65	2.79	2.01	2.16	-0.636	-2.98	-3.13	3.06	4.37	-0.339	-0.975
NRBP1	Q9UHY1	0.299661143205111	2.12316634087408e-14	4.263860251470761e-15	4.18896415923455e-05	0.0112949383792342	2.76384419482113e-14	5.472226234336241e-15	0.867615997393155	2.68440344395729e-05	0.007574359826543	2.38485343506657e-17	6.69193357004944e-18	4.01938922221602e-16	9.88678651107624e-17	0.0379353636275484	0.875	2.78e-07	4.09e-13	0.824	0.906	9.85e-05	1.75e-09	0.882	0.75	0.913	0.0653	0.0178	0.183	0.0613	0.383	False	True	True	False	False	True	True	False	False	False	False	True	False	False	False	True	-0.146	2.09	2.23	-0.68	-0.377	2.06	2.21	-0.0233	-0.703	-0.401	2.77	2.91	2.46	2.61	-0.303	-1.54	-1.69	0.548	0.524	1.23	0.925
NRDE2	Q9H7Z3	0.667681094131601	2.0170810932481699e-13	4.22583253747466e-13	7.0849119565405505e-15	3.63331539715335e-14	3.37146915861574e-15	6.41169044085812e-15	0.0148697791310439	1.80180937062009e-16	7.55771403148605e-16	0.044870323869202	0.0173228209299791	0.303971151132483	0.150087553314985	0.29953683560057	0.934	4.58e-06	5.63e-09	0.0175	0.0597	1.42e-05	2.3e-09	0.181	0.000456	0.00808	0.916	0.896	0.931	0.918	0.743	False	True	True	True	False	True	True	False	True	True	False	False	False	False	False	True	0.0865	2.73	2.64	3.15	2.94	3.25	3.16	0.52	3.67	3.46	-0.42	-0.506	-0.209	-0.295	0.211	-0.905	-0.819	1.82	2.34	-1.33	-1.11
NT5C2	P49902	0.588822859217297	2.1921308807825302e-14	9.442533168479291e-15	2.8515767230128102e-09	1.19315616335277e-07	5.07138943279145e-13	1.9915337877262499e-13	0.067287083690014	4.94550254378263e-11	1.3938822957806202e-09	3.03258720837561e-19	1.718308034423e-19	1.6901620628662699e-18	9.23442120064637e-19	0.124406341400277	0.927	2.89e-07	2.64e-12	0.517	0.721	0.000952	4.32e-07	0.432	0.152	0.55	0.0177	0.00425	0.0402	0.0121	0.602	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	4.03	4.18	-2.35	-1.92	3.52	3.66	-0.511	-2.86	-2.44	6.38	6.52	5.95	6.1	-0.425	-3.29	-3.44	0.74	0.229	3.09	2.66
NUP107	P57740	0.782645297216507	9.918837605751131e-09	5.22272669848601e-09	0.574416938223496	0.618285263264487	1.28282862534862e-07	6.49736404620231e-08	0.293865636993875	0.619504152948895	0.575593397898053	3.78988790353924e-08	1.95430153489307e-08	3.24913373431347e-08	1.67938970263258e-08	0.949133414219929	0.942	0.0221	0.000657	0.931	0.938	0.251	0.0238	0.744	0.917	0.945	0.799	0.735	0.815	0.758	0.872	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	True	-0.146	4.33	4.47	0.299	0.265	3.76	3.91	-0.563	-0.264	-0.298	4.03	4.17	4.06	4.21	0.0338	-2.67	-2.82	1.65	1.09	1.36	1.39
NUP35	Q8NFH5	0.24472358193026	1.0560432779135799e-13	1.58361374920949e-14	3.54368754006845e-16	2.0388414995546398e-16	1.4705437039554602e-14	2.48645278774825e-15	0.226689952440501	6.963235836180399e-17	4.13155577223236e-17	0.0007420346215211	0.014127574109768	0.0002524154238059	0.0052897252771687	0.683239517544795	0.854	2.13e-06	8.6e-12	0.00406	0.00586	5.69e-05	4.15e-10	0.698	0.000237	0.00148	0.893	0.895	0.895	0.898	0.841	False	True	True	True	True	True	True	False	True	True	False	False	False	False	False	True	-0.146	1.73	1.88	2.2	2.25	1.88	2.03	0.152	2.35	2.41	-0.47	-0.324	-0.521	-0.374	-0.0508	-0.413	-0.56	1.32	1.47	-0.883	-0.934
OCIAD1	Q9NX40	0.259314393698203	2.0242890338685098e-12	1.763159781916e-11	0.0177453865031572	0.0036098637256621	1.67407038480578e-13	1.22727529131391e-12	0.164239386206674	0.28156347859228	0.0889643323358569	2.8118065393982202e-14	1.83114118983542e-13	1.00170781439868e-14	6.1046927349876e-14	0.510512753848808	0.86	5.26e-05	1.53e-06	0.9	0.897	0.000426	4.2e-06	0.634	0.907	0.932	0.339	0.305	0.334	0.297	0.81	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	0.144	1.54	1.4	-0.315	-0.398	1.72	1.57	0.178	-0.137	-0.22	1.85	1.71	1.94	1.79	0.0831	-1.2	-1.06	0.341	0.519	0.656	0.739
OSBPL11	Q9BXB4	0.414153007450115	2.36167184793514e-14	6.626598754965281e-15	0.0060860526290462	0.0197100919838444	6.12343305263287e-16	1.99401285023658e-16	0.0196082800970652	0.622388246397365	0.998188468209607	3.10487666302573e-16	1.0378401838564001e-16	6.14282315491787e-16	2.00008127392173e-16	0.620795840685572	0.903	3.19e-07	1.16e-12	0.89	0.911	2.38e-06	2.37e-12	0.211	0.917	0.95	0.139	0.0467	0.201	0.0772	0.831	False	True	True	False	False	True	True	False	False	False	False	True	False	False	False	True	-0.146	2.65	2.8	-0.527	-0.438	3.09	3.23	0.439	-0.088	0.000405	3.18	3.32	3.09	3.23	-0.0884	-1.98	-2.12	0.673	1.11	1.2	1.11
PAICS	P22234	0.365611201301607	1.7889579673734402e-09	1.46076081874085e-08	1.77716822977726e-09	2.29055362458144e-10	8.021666406378701e-11	5.49874227542798e-10	0.155997419337938	5.23558484067868e-08	5.6225129658521906e-09	3.1498635873811e-16	1.1197780378625802e-15	9.01384336652798e-17	3.02972985845904e-16	0.351006831086423	0.893	0.00904	0.00152	0.493	0.456	0.0181	0.00132	0.623	0.511	0.617	0.139	0.1	0.126	0.0878	0.764	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	0.0714	0.697	0.625	-0.697	-0.77	0.81	0.738	0.113	-0.584	-0.657	1.39	1.32	1.47	1.4	0.0736	-0.74	-0.668	-0.0431	0.0701	0.654	0.727
PCBP1	Q15365	0.519053582619603	3.75332544802059e-10	9.60684350006125e-11	1.67510669405809e-10	2.0472165074919297e-12	3.88081887691451e-06	7.23168929781406e-07	0.0006184967369865	1.43973379597869e-06	5.7784628272626305e-09	0.704200928876779	0.789432303126445	0.0134455020176119	0.0562582647775061	0.0318617588384024	0.919	0.00349	1.22e-05	0.365	0.201	0.469	0.069	0.0148	0.657	0.618	0.931	0.923	0.916	0.912	0.358	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	-0.0965	1.43	1.53	1.49	1.82	0.859	0.955	-0.574	0.915	1.25	-0.0567	0.0398	-0.391	-0.295	-0.335	-0.291	-0.388	1.14	0.568	-0.348	-0.683
PEX11B	O96011	0.418084737855454	4.29827150402159e-10	2.60067438095626e-09	5.6652014212232e-12	2.33608091798497e-13	1.6686544438753798e-11	8.560838253591579e-11	0.122397818339974	1.30890050498514e-10	3.94259106276099e-12	4.17257667367011e-18	1.0964435465664201e-17	5.68739531476819e-19	1.3954951634402598e-18	0.0848856886094436	0.904	0.00381	0.000355	0.187	0.112	0.00814	0.000302	0.57	0.195	0.219	0.0393	0.0212	0.0292	0.0141	0.532	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	0.105	1.23	1.13	-1.51	-1.74	1.44	1.33	0.204	-1.3	-1.53	2.74	2.64	2.97	2.86	0.229	-1.41	-1.31	-0.182	0.0222	1.33	1.56
PEX19	P40855	0.199236377423346	2.24772719355951e-11	1.884581337e-12	1.67541971476052e-13	9.94864898588266e-14	1.0636583527883501e-14	1.5290218302416701e-15	0.0001476893696656	2.25196379382185e-16	1.48626269327467e-16	0.0117744167012038	0.175896106511537	0.0055528172024702	0.0999391138229366	0.755684202877431	0.829	0.000434	6.34e-08	0.0649	0.085	4.28e-05	1.68e-10	0.00313	0.000528	0.00314	0.909	0.912	0.912	0.915	0.851	False	True	True	False	False	True	True	True	True	True	False	False	False	False	False	True	-0.402	3.38	3.78	4.21	4.3	4.73	5.14	1.35	5.56	5.66	-0.826	-0.424	-0.922	-0.52	-0.0959	-0.994	-1.4	2.39	3.74	-1.82	-1.92
PFKM	P08237	0.309949425074775	1.11960408397607e-16	3.01049556774594e-17	0.0473595587250108	0.611612689650748	5.84677048821597e-16	1.45481698492598e-16	0.227391699640345	0.0026791252591169	0.47655919767572	8.4833567293943e-18	2.55637476379922e-18	2.2000078589548002e-16	5.73351326140249e-17	0.015311910880782	0.878	4.67e-11	5.93e-15	0.909	0.938	2.26e-06	1.17e-12	0.698	0.845	0.944	0.0479	0.0126	0.159	0.0507	0.264	False	True	True	False	False	True	True	False	False	False	True	True	False	False	False	True	-0.146	2.65	2.8	-0.294	0.0727	2.48	2.63	-0.175	-0.469	-0.102	2.95	3.09	2.58	2.73	-0.367	-1.75	-1.9	0.901	0.726	1.2	0.829
PKMYT1	Q99640	0.586171839781143	3.26576844272345e-10	1.03594588119059e-10	0.685973737618706	0.236401340479753	5.94925882268205e-08	1.59979552960971e-08	0.03001571379413	0.0118985649979941	0.0016596335847301	1.38844428736755e-10	4.52934879689657e-11	2.7485020310356e-11	9.45180472254463e-12	0.429198900622541	0.927	0.00318	1.33e-05	0.933	0.93	0.207	0.0113	0.275	0.867	0.9	0.683	0.554	0.668	0.534	0.789	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	True	-0.146	2.6	2.74	-0.109	-0.322	1.99	2.13	-0.61	-0.718	-0.932	2.71	2.85	2.92	3.07	0.213	-1.68	-1.82	0.92	0.31	1.03	1.24
PLIN2	Q99541	0.661071070169414	4.1824111331787506e-09	1.5485233167790202e-09	0.0409079456226355	0.171857983797996	8.24747447589823e-10	3.18581455970256e-10	0.471386281587973	0.167402023583071	0.506238621396607	4.28068130348694e-11	1.7877219075001498e-11	1.96254080198401e-10	7.873619165415839e-11	0.462251280376235	0.934	0.0142	0.000221	0.908	0.927	0.0489	0.000873	0.815	0.901	0.944	0.648	0.517	0.721	0.615	0.798	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	-0.146	2.84	2.99	-0.71	-0.464	3.09	3.23	0.241	-0.469	-0.223	3.55	3.7	3.31	3.45	-0.246	-2.11	-2.25	0.736	0.978	1.45	1.2
PLSCR1	O15162	0.645832063678583	1.95019698784374e-13	9.01757003074676e-14	0.0085608082009048	0.0102374323405964	1.9276997759411797e-11	7.89287639337491e-12	0.017410721721691	1.21280104433816e-05	1.47885610488129e-05	2.32529601257382e-15	1.196891751145e-15	2.59347288632478e-15	1.3315896449767502e-15	0.940479900891205	0.932	4.4e-06	3.28e-10	0.893	0.906	0.00877	3.25e-05	0.198	0.728	0.842	0.22	0.102	0.268	0.133	0.871	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	-0.146	4.32	4.46	-0.896	-0.872	3.52	3.66	-0.8	-1.7	-1.67	5.21	5.36	5.19	5.34	-0.0237	-3.02	-3.16	1.3	0.502	2.2	2.17
PMPCA	Q10713	0.238533822928058	1.89580928699104e-18	5.06226843283089e-19	0.0003594524695612	1.6711776060589e-07	1.66373145380915e-18	4.46985113648669e-19	0.907970860893671	0.0004877806099872	2.23173870841789e-07	2.70961522198635e-20	8.721482005946431e-21	1.8215689113156702e-21	6.51878043185573e-22	0.006494440708136	0.851	1.17e-14	5.93e-15	0.857	0.731	4.42e-10	7.51e-15	0.887	0.816	0.75	0.00679	0.000853	0.00304	0.000281	0.182	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	2.69	2.84	-0.498	-0.857	2.7	2.85	0.0142	-0.483	-0.843	3.19	3.33	3.55	3.69	0.359	-2.0	-2.14	0.693	0.707	1.19	1.55
PPAN	Q9NQ55	0.457393966257461	1.08255707970882e-08	1.94651011053518e-09	0.027535385426177	0.0020754420907212	2.18237679335455e-08	3.80860583042949e-09	0.767266962196753	0.0140169366234162	0.0009666885105233	6.80254228364544e-11	1.5299858872032498e-11	8.132914333054369e-12	2.0078972611993098e-12	0.288105262411529	0.911	0.023	0.000273	0.904	0.891	0.156	0.00482	0.871	0.87	0.895	0.662	0.51	0.629	0.466	0.737	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	True	-0.146	1.59	1.74	-0.453	-0.664	1.53	1.68	-0.0581	-0.511	-0.722	2.04	2.19	2.26	2.4	0.211	-1.21	-1.36	0.378	0.32	0.832	1.04
PPP3CB	P16298	0.352059773125035	3.02828219102604e-14	7.0415207180086705e-15	0.302244434013135	0.0865945366756454	1.28431097654308e-13	2.78017544751701e-14	0.379860454229204	0.874783549608933	0.382937510554114	1.6738639507353e-13	3.57535840206775e-14	5.80162007466633e-13	1.16279972537233e-13	0.472903753816155	0.89	4.37e-07	1.34e-12	0.925	0.922	0.000348	2.51e-08	0.784	0.922	0.942	0.425	0.229	0.527	0.329	0.801	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	-0.146	2.3	2.44	0.163	0.275	2.16	2.3	-0.138	0.0246	0.137	2.13	2.28	2.02	2.17	-0.113	-1.41	-1.56	0.885	0.747	0.723	0.61
PRAF2	O60831	0.541978678076084	6.79247072497115e-18	3.3182885657962497e-18	1.34671045373275e-07	2.91108089785001e-05	5.06230628527536e-17	2.3453723031910502e-17	0.110960307899281	2.7700124920018e-09	4.06217575395382e-07	4.5015755355518004e-21	2.5990292353017002e-21	3.1607447539194e-20	1.7521832629307702e-20	0.0461380928956808	0.922	9.71e-14	5.93e-15	0.681	0.84	1.05e-07	1.44e-14	0.548	0.353	0.767	0.00287	0.000388	0.0107	0.00194	0.417	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	4.99	5.13	-1.69	-1.2	4.59	4.74	-0.391	-2.08	-1.59	6.68	6.82	6.18	6.33	-0.496	-3.72	-3.86	1.27	0.879	2.96	2.47
PRKDC	P78527	0.0570800432671391	1.1140756829721e-12	4.7741832132745595e-11	4.59605102855298e-08	3.71342219093694e-06	4.28509874921078e-13	1.63101279495645e-11	0.590132682924245	1.73815812285771e-07	1.54785563290566e-05	1.66217712050986e-17	2.07720930914266e-16	1.51361243915338e-16	2.3478023995416103e-15	0.0917073396442382	0.603	2.93e-05	5.42e-06	0.641	0.805	0.000846	6.69e-05	0.842	0.569	0.843	0.0578	0.0594	0.145	0.154	0.547	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	0.277	1.76	1.49	-1.05	-0.811	1.84	1.56	0.0758	-0.979	-0.735	2.82	2.54	2.58	2.3	-0.243	-1.55	-1.27	0.219	0.294	1.27	1.03
PRPF38B	Q5VTL8	0.278603929850841	9.351492223274798e-12	1.2162034718356299e-12	3.06230068752587e-05	0.0013588498277509	4.6424977344876e-12	6.30801651418987e-13	0.713027744732168	8.18864443078462e-05	0.0034730127793271	2.2449248291344e-15	4.74569665564701e-16	1.9581308798332302e-14	3.6787971554377905e-15	0.160137213487654	0.868	0.000211	3.23e-08	0.819	0.887	0.00403	1.91e-06	0.863	0.778	0.907	0.218	0.0776	0.368	0.171	0.646	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	-0.146	1.53	1.67	-0.666	-0.475	1.58	1.72	0.0492	-0.617	-0.425	2.19	2.34	2.0	2.15	-0.191	-1.19	-1.34	0.335	0.385	1.0	0.81
PSME3	P61289	0.356922814485942	1.8883037843808803e-15	5.07090553368555e-16	0.0901077176713284	0.0250437868617414	8.04303151849079e-15	2.0209332609494202e-15	0.333617724379756	0.0108002352293769	0.002392303244723	1.68011808954288e-16	5.0138704548973996e-17	7.53566229487284e-17	2.32526200882839e-17	0.542370634403641	0.891	8.05e-09	5.93e-15	0.915	0.913	3.32e-05	2.83e-10	0.764	0.866	0.904	0.118	0.0357	0.12	0.0363	0.817	False	True	True	False	False	True	True	False	False	False	False	True	False	True	False	True	-0.146	2.61	2.75	-0.275	-0.371	2.45	2.6	-0.154	-0.429	-0.525	2.88	3.03	2.98	3.12	0.0964	-1.8	-1.94	0.811	0.657	1.09	1.18
PTP4A1	Q93096	0.570957461759229	3.9448969105718e-15	1.7158357798341e-15	2.95751015549638e-16	2.26626255512746e-16	2.20473751296388e-19	1.2239477340685702e-19	1.90792199742147e-08	3.4816060551275104e-20	2.87321481500619e-20	0.0768374395593032	0.215890702529532	0.0514650636399983	0.154247989124542	0.84381672173017	0.925	2.52e-08	3.96e-14	0.00371	0.00616	9.19e-12	7.51e-15	1.79e-10	1.21e-07	4.25e-06	0.918	0.913	0.922	0.918	0.861	False	True	True	True	True	True	True	True	True	True	False	False	False	False	False	True	-0.146	4.13	4.28	4.6	4.65	6.16	6.31	2.03	6.63	6.68	-0.47	-0.324	-0.521	-0.374	-0.0508	-1.53	-1.67	2.61	4.64	-2.0	-2.05
PTP4A2	Q12974	0.179858012770834	4.42719364510687e-13	5.2686469686916e-12	1.01586499298473e-10	5.81727249629327e-10	6.79690445789871e-16	4.8946593187492104e-15	0.0002793476941905	5.04657474008934e-14	1.97770413799748e-13	0.0076533859477558	0.142548074695578	0.0009581731346258	0.0270114236370171	0.413416058250233	0.816	1.1e-05	2.93e-07	0.337	0.505	2.68e-06	1.44e-09	0.00666	0.0115	0.0931	0.906	0.91	0.903	0.908	0.785	False	True	True	False	False	True	True	True	True	False	False	False	False	False	False	True	0.594	5.7	5.1	4.45	4.09	7.5	6.91	1.81	6.26	5.9	1.25	0.651	1.6	1.01	0.358	-2.77	-2.18	2.92	4.73	-1.53	-1.17
PUM2	Q8TB72	0.264778885017216	5.57802624131119e-19	1.68727552546492e-19	4.73757385759148e-05	0.0008604374468245	2.56730139391238e-19	8.02493628561561e-20	0.469550477517584	0.0003287855449158	0.0054688928495928	4.70933819219836e-21	1.72183920474052e-21	1.29429881025556e-20	4.5571175443826205e-21	0.280045856993377	0.862	1.17e-14	5.93e-15	0.826	0.883	1.25e-11	7.51e-15	0.814	0.808	0.911	0.00293	0.000303	0.00766	0.000973	0.733	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	2.99	3.14	-0.625	-0.484	3.08	3.23	0.0943	-0.531	-0.389	3.61	3.76	3.47	3.62	-0.142	-2.17	-2.32	0.82	0.915	1.45	1.3
RAB27A	P51159	0.0023597676375629	5.651019469803811e-09	2.47744870494012e-05	3.13694601745756e-17	4.45287701451253e-06	1.83646824882029e-10	4.27170977721845e-07	0.128746696331324	2.35943233882469e-16	0.0002777224821568	4.23605279586529e-21	1.03909704095114e-19	7.997955368008951e-14	3.41091438649458e-11	1.19210713614894e-13	0.116	0.0166	0.115	0.001	0.808	0.0263	0.0549	0.581	0.000545	0.882	0.00278	0.00336	0.437	0.585	8.58e-14	False	True	False	True	False	True	False	False	True	False	True	True	False	False	True	True	0.567	1.43	0.86	-3.33	-0.97	1.69	1.12	0.264	-3.06	-0.706	4.75	4.19	2.4	1.83	-2.36	-1.81	-1.24	-0.379	-0.115	2.95	0.591
